方名,规范名,经典,出处,功用大类,功用小类,处方,炮制,功用,主治,方解,禁忌,化裁,附方,附注,文献,运用,用法用量,备注,ID
半硫丸,半桃丸、硫半丸,,《太平惠民和剂局方》卷六,,,半夏（汤浸7次，焙干，为细末）、硫黄（明净好者，研令极细，用柳木槌子杀过）各等分。,以生姜自然汁同煎，加干蒸饼末入臼内杵为丸，如梧桐子大。,,"温肾逐寒，通阳开秘，泄浊祛痰，止泻,润大肠;除积冷，暖元脏，温脾胃，进饮食。主治肾阳衰微，阴寒内结，命门火衰，阳气不运所致虚人、老人虚冷便秘或阳虚久泻；脾胃气弱，津液停积，湿久浊凝，痰浊咳嗽吐逆；或湿阻三焦，二便不通;心腹一切痃癖冷气，;痃癖冷气吐逆;小儿泄泻注下，或手足冷者，亦治咳嗽;湿凝气阻，三焦俱闭，二便不通。",,,,,,,,,,https://db.yaozh.com/fangji/10003833.html
半硫圆,,,《宋?太平惠民和剂局方》,,,半夏（汤浸七次.焙干.为细末）、硫黄（明净好者.研令极细.用柳木槌子杀过），上等分。,以生姜自然汁同熬，入干蒸饼末搅和匀，入臼内杵数百下，圆如梧桐子大。,,除积冷，暖元脏，温脾胃，进饮食。治心腹一切倂癖冷气，及年高风秘、冷秘或泄泻等，并皆治之。,,,,,,,,,,https://db.yaozh.com/fangji/10003834.html
半墨丸,,,《古今医统》卷二十四引《丹溪》,,,半夏（生姜制），南星（生姜制），软石膏、香附子、栀子各等分。,上药为末，神曲为丸，如梧桐子大。,,清火化痰。主治痰火气嗳。,,,,,,,,,,https://db.yaozh.com/fangji/10003835.html
半钱散,,,《普济方》卷二一八,,,大川芎2枚（锉作4块），大附子1个（和皮生捣为细末）。,上以水和附子末如面剂，裹芎作四处。如附子末少入面，裹毕以针穿数孔子，用真脑、麝熏有穴处内香，再捏合穴内，如穴内未觉有香，再熏1柱，细罗灰，用罐子内热炭炮熟，为细末。,,气虚头痛。,,,,,,,,,,https://db.yaozh.com/fangji/10003836.html
半苏丸,,,《赤水玄珠》卷十一,,,半夏、紫苏叶各等分。,上为末，加蛤粉、神曲、蜘壳灰各等分，为末，以桃仁泥5钱，瓜蒌瓤1枚为丸。,,夏月无汗成久嗽病。,,,,,,,,,,https://db.yaozh.com/fangji/10003837.html
半提丹,,,《中国医学大辞典》,,,红升丹加珍珠散。,,,收口。主治疮疡。,,,,,,,,,,https://db.yaozh.com/fangji/10003838.html
半天丸,,,《医方类聚》卷二十三引《医林方》,,,半夏2两，天南星1两，皂角（炙）2两，白附子1两，白矾1两（生）。,上为细末，生姜汁打面糊为丸，如梧桐子大。,,风痰。,,,,,,,,,,https://db.yaozh.com/fangji/10003839.html
半温半热汤,半湿半热汤,,《医学正传》卷六引《活人》,,,半夏7分，茯苓7分，白术7分，前胡5分，枳壳（麸炒黄色）5分，甘草（炙）5分，大戟5分，黄芩3分，茵陈3分，当归3分。,上切细，作1服。,,,,,,,,,,,,https://db.yaozh.com/fangji/10003840.html
半夏白术天麻汤,,,《古今医鉴》卷七,,,半夏（制）4.5克，白术（炒）6克，天麻4.5克。,上药锉碎。,,健脾化痰，平肝息风。主治脾胃气虚，痰涎内停，虚风上搅，以致头旋眼黑，恶心烦闷，气促上喘，心神不安，目不敢开，头痛如裂，身重如山，四肢厥冷，不能安睡。,,,,,,,,,,https://db.yaozh.com/fangji/10003841.html
半夏白术天麻汤,,,《脾胃论》卷下,,,黄柏（酒洗）0.6克，干姜0.9克，天麻、苍术、白茯苓、黄耆、泽泻、人参各1.5克，白术、炒神曲各3克，半夏（汤洗七次）、大麦蘖面、橘皮各1.5克。,上药哎咀。,,补脾胃，化痰湿，定虚风。主治脾胃虚弱，痰湿内阻，虚风上扰，致成痰厥头痛，证见头痛如裂，目眩头晕，胸脘烦闷，恶心呕吐，痰唾稠粘，气短懒言，四肢厥冷，不得安卧者。,,,,,,,,,,https://db.yaozh.com/fangji/10003842.html
半夏白术天麻汤,,,《医学心悟》卷三,,,半夏4.5克， 白术、天麻、陈皮、茯苓各3克，甘草（炙）1.5克，生姜2片，大枣3个，蔓荆子3克。,,,燥湿化痰，平肝息风。主治痰饮上逆，头昏眩晕，恶心呕吐。,,,,,,,,,,https://db.yaozh.com/fangji/10003843.html
半夏白术丸,,,《鸡峰》卷十八,,,白术2两，半夏1两，干姜1两，枳实1两，赤茯苓1两。,上为细末，水煮面糊为丸，如梧桐子大。,,酒癖留滞，胁肋坚痛，胸腹满闷，饮食进退及呕逆恶心。,,,,,,,,,,https://db.yaozh.com/fangji/10003844.html
半夏白芷散,,,《圣济总录》卷一二四,,,半夏（汤洗7遍）半两，白芷半两。,上为散。,,诸鲠。,,,,,,,,,,https://db.yaozh.com/fangji/10003845.html
半夏拨刀,半夏饪,,《圣济总录》卷一九O,,,大麦面4两，半夏（汤洗去滑，尽炒）半两（为末），桂（去粗皮）1钱（为末）。,,,妇人痃癖，血气，口吐酸水。,,,,,,,,,,https://db.yaozh.com/fangji/10003846.html
半夏补心汤,,,《备急千金要方）卷十三,,,半夏12克，宿姜10克，茯苓、桂心、枳实、橘皮各6克，白术8克，防风、远志各4克。,上九味，叹咀。,,温胃健脾，理气化饮。主治脾胃虚弱，寒饮内停，脘腹胀满，悲忧不乐，夜多异梦。,,,,,,,,,,https://db.yaozh.com/fangji/10003847.html
半夏苍术汤,,,《医钞类编》卷十六引东山妇科方,,,半夏、苍术、当归、白芍、熟地、川芎、川朴、甘草。,,,妇人经水如黄浆汁，心中嘈杂，属脾湿者。,,,,,,,,,,https://db.yaozh.com/fangji/10003848.html
半夏苍术汤,柴胡半夏汤（《张氏医通》卷十四）。,,《张氏医通》卷十四,,,升麻、柴胡、藁本各1.5克，茯苓、神曲（姜汁炒）各3克，苍术（米泔制）、半夏各6克，生姜10片，甘草（炙）1.2克。,,,祛风化痰。主治素有风证，目涩，头疼眩晕，胸中有痰，兀兀欲吐，如居暖室，则微汗出，其证乃减，见风其证复作，当先风一日痛甚者。,,,,,,,,,,https://db.yaozh.com/fangji/10003849.html
半夏草果散,,,《普济方》卷一九九,,,半夏7个（汤泡7次，每次百沸，候冷用手搓去滑），全青橘皮4个，枣子5个，乌梅5枚，草果子2枚，生姜2块（草果大），甘草2寸（炙黄）。,上并洗净，烂捶碎。,,岚瘴及一切疟疾。,,,,,,,,,,https://db.yaozh.com/fangji/10003850.html
半夏涤痰汤,,,《镐京直指》卷二,,,半夏曲1钱半（川制，另吃），枳实钱半（炒），白前2钱，旋覆花3钱（包），炒菔子6钱（杵，包），橘红1钱，炙甘草5分，白茯苓3钱。,,,泄泻忽来忽止，或溏水粘涕，兼乎滞痛。,,,,,,,,,,https://db.yaozh.com/fangji/10003851.html
半夏丁香丸,,,《圣济总录》卷五十四,,,半夏2两（水浸7日，晒干），白矾（烧令汁尽）半两，丁香1分。,上为末，姜汁煮糊为丸，如小豆大。,,中焦寒痰。,,,,,,,,,,https://db.yaozh.com/fangji/10003852.html
半夏二味丸,半夏丸,,《外台》卷六引许仁则方,,,半夏1升（制），小麦面1升。,上捣半夏为散，以水搜面为丸，如弹子大，以水煮令面熟则是药成。,,积冷在胃，呕逆不下食。,,,,,,,,,,https://db.yaozh.com/fangji/10003853.html
半夏肺痿汤,,,《外台》卷十引《删繁方》,,,半夏1升（汤洗），母姜1斤，橘皮1斤，白术8两，桂心4两（一方有桑白皮1升）。,上切。,,虚寒喘鸣多饮，逆气呕吐。,,,,,,,,,,https://db.yaozh.com/fangji/10003854.html
半夏粉,,,《外治方》,,,半夏适量。,研末。,,据报道，用本法治疗鸡眼30余例，未见复发。,,,,,,,,,,https://db.yaozh.com/fangji/10003855.html
半夏茯苓陈皮汤,,,《济阳纲目》卷十八,,,半夏（泡）1钱半，茯苓1钱半，陈皮（去白）1钱半，生姜1钱半。,,,消饮止呕，和中顺气。,,,,,,,,,,https://db.yaozh.com/fangji/10003856.html
半夏茯苓汤,,,《宋?太平惠民和剂局方》,,,旋覆花、陈皮（去瓤.麸炒）、桔梗、白芍药、人参、甘草（微炙赤）、川芎，各半两；熟干地黄（酒浸）、赤茯苓（去皮），各三分；半夏（汤洗十遍.切.焙）一两二分。,上为粗末。,,治妊娠恶阻，心中愦闷，头目眩运，四肢怠隋，百节烦疼，胸膈痰逆，呕吐恶心，嫌闻食气，好咸酸，多卧少起，全不进食。,,,,,,,,,,https://db.yaozh.com/fangji/10003857.html
半夏茯苓汤,,,《得效》卷十四,,,半夏（汤洗）1两，白茯苓（去皮）1两，陈皮（去白）1两，白术1两，丁香5钱，缩砂5钱，粉草3钱。,上锉散。,,产前胸中宿有痰饮，产后多致眩晕。,,,,,,,,,,https://db.yaozh.com/fangji/10003858.html
半夏茯苓汤,,,《圣济总录》卷四十二,,,半夏（汤洗7遍去滑，焙干）3两，赤茯苓（去黑皮）3两，麦门冬（去心，焙）3两，酸枣仁桂（去粗皮）2两，黄芩（去黑心）2两，远志（去心）2两，人参2两，甘草（炙，锉）1两半。,上为粗末。,,谋虑不决，胆气上溢，虚热口苦，神思不爽。,,,,,,,,,,https://db.yaozh.com/fangji/10003859.html
半夏茯苓汤,,,《伤寒大白》卷三,,,熟半夏、白茯苓。,,,头汗，中焦闭塞，则周身不能敷布，但头有汗。,,,,,,,,,,https://db.yaozh.com/fangji/10003860.html
半夏茯苓汤,,,《叶氏女科》卷二,,,白术（蜜炙）1钱，半夏（汤泡，炒黄）1钱，陈皮1钱，砂仁1钱（炒），茯苓2钱5分，炙甘草5分，生姜3片，大枣2个，乌梅1个。,,,妊娠恶阻，痰涎壅滞。,,,,,,,,,,https://db.yaozh.com/fangji/10003861.html
半夏茯苓汤,,,《金匮翼》卷五,,,半夏2钱，赤苓1钱，陈皮（去白）5分，甘草5分，黄芩5分，生姜3片。,,,热痰，呕逆头痛。,,,,,,,,,,https://db.yaozh.com/fangji/10003862.html
半夏茯苓汤,,,《产育保庆》卷上,,,半夏（汤洗）3两，茯苓1两，熟地1两，陈皮6钱，细辛6钱，苏叶6钱，川芎6钱，人参6钱，芍药6钱，桔梗6钱，甘草6钱。,,,产后眩晕，胸中宿有痰饮，阻病不除，产后多致眩晕，又血盛气弱，气不使血，逆而上攻。,,,,,,,,,,https://db.yaozh.com/fangji/10003863.html
半夏茯苓汤,茯苓半夏汤,,《妇人良方》卷十二引张氏方,,,半夏（泡洗7次，炒黄）2两半，陈皮2两半，白茯苓2两，缩砂仁1两，甘草4两。,,,"妊娠痰逆不思食,妊娠恶阻，恶闻食气，胸膈痰逆，呕吐恶心。",,,,,,,,,,https://db.yaozh.com/fangji/10003864.html
半夏茯苓汤,茯苓半夏汤,,方出《肘后方》卷二，名见《外台》卷二,,,半夏3两（洗），秫米1斗，茯苓4两。,上为粗末。,,大病愈后，虚烦不得眠，腹中疼痛，懊憹。,,忌羊肉、饧、酢物、生葱、猪肉、海藻、菘菜。,,,,,,,,https://db.yaozh.com/fangji/10003865.html
半夏茯苓汤加丁香汤,,,《金鉴》卷四十一,,,半夏3钱，茯苓2钱，丁香1钱，生姜3钱。,,,伏饮虚者。,,,,,,,,,,https://db.yaozh.com/fangji/10003866.html
半夏茯苓丸,,,《女科指掌》卷三,,,茯苓、半夏、橘皮、枳壳、人参、甘草、干姜。,炼蜜为丸。,,妊娠恶阻，甚者寒热呕吐，胸膈烦满。,,,,,,,,,,https://db.yaozh.com/fangji/10003867.html
半夏茯苓饮子,,,《鸡峰》卷十八,,,半夏2两，附子1分，赤茯苓1分，白术1分，人参1分，黄橘皮1分，丁香1分。,上为细末。,,痰饮呕吐。,,,,,,,,,,https://db.yaozh.com/fangji/10003868.html
半夏茯神散,,,《医略六书》卷二十二,,,半夏2两（制），茯神1两半（去木），枣仁3两，远志1两半，胆星2两，天麻2两（煨），陈皮1两半，木香1两，磁石3两，乌梅3两。,上为散。,,癫妄，脉弦滑者。,,,,,,,,,,https://db.yaozh.com/fangji/10003869.html
半夏茯神散,,,《张氏医通》卷十四,,,半夏1两2钱，茯神1两2钱，天麻（煨）8钱，胆星8钱，远志肉8钱，枣仁（炒）8钱，广皮8钱，乌药8钱，木香8钱，礞石（煅）8钱。,上为散。,,癫妄，因思虑不遂，妄言妄见，神不守舍，初病神气未衰者。,,,,,,,,,,https://db.yaozh.com/fangji/10003870.html
半夏甘桂汤,,,《喉科家训》卷二,,,桂枝、半夏、茯苓、桔梗、米仁、骨脂、干姜、泽泻。,,,少阴伤寒，咽痛，下痢，脉沉细，舌白不渴。,,,,,,,,,,https://db.yaozh.com/fangji/10003871.html
半夏干姜散,,,《金匮要略》卷中,,,半夏 干姜各等分,上二味，研为粗末。,,温胃止呕。主治胃中有寒，干呕吐逆，吐涎沫。,,,,,,,,,,https://db.yaozh.com/fangji/10003872.html
半夏干姜汤,,,《张氏医通》卷五,,,半夏、甘草、干姜各等分。,上为散。,,干呕，吐涎沫。,,,,,,,,,,https://db.yaozh.com/fangji/10003873.html
半夏干姜汤,,,《疝气证治论》,,,干姜、桂枝、半夏、苍术、生姜各等分。,,,心胃痛不可忍。,,,,,,,,,,https://db.yaozh.com/fangji/10003874.html
半夏膏,,,《圣惠》卷六十六,,,半夏1两（捣罗为末），鯸鮧鱼脂2两（煎了者）。,上药1处调如膏。,,鼠瘘。,,,,,,,,,,https://db.yaozh.com/fangji/10003875.html
半夏根散,,,《圣济总录》卷一三三,,,半夏根（5月5日取）1两，木瓜根1两，乌头1两。,上药阴干并锉细，捣罗为散。,,月蚀湿虫疮(匿虫)。,,,,,,,,,,https://db.yaozh.com/fangji/10003876.html
半夏桂枝汤,,,《温病条辨》卷三,,,半夏6钱，秫米1两，白芍6钱，桂枝4钱，炙甘草1钱，生姜3钱，大枣2枚（去核）。,,,饮退得寐，舌滑，食不进者。,,,,,,,,,,https://db.yaozh.com/fangji/10003877.html
半夏厚朴汤,,,《兰室秘藏》卷上,,,红花5厘，苏木5厘，吴茱萸1分，干生姜1分，黄连1分，木香2分，青皮2分，肉桂3分，苍术3分，白茯苓3分，泽泻3分，柴胡3分，陈皮3分，生黄芩3分，草豆蔻仁3分，生甘草3分，京三棱4分，当归梢4分，猪苓4分，升麻4分，神曲6分，厚朴8分，半夏1钱，桃仁7个，昆布少许。,,,消胀化积。主治中满腹胀，内有积聚，坚硬如石，其形如盘，令人不能坐卧，大小便涩滞，上喘气促，面色萎黄，通身虚肿。,,,,,,,,,,https://db.yaozh.com/fangji/10003878.html
半夏厚朴汤,,,《直指附遗》卷七,,,半夏（汤泡7次）1钱，厚朴（姜汁制）1钱，山栀（去皮，炒黑）1钱，川黄连（姜汁炒）1钱，广陈皮（去白）8分，茯苓（去粗皮）8分，甘草（生用）3分，黑枳实（麸炒）1钱，苍术（泔浸，炒）8分，泽泻5分，香附子5分，青皮5分，当归6分，白豆蔻6分。,,,翻胃吐痰，胸满肋痛，嘈杂吐涎。,,,,,,,,,,https://db.yaozh.com/fangji/10003879.html
半夏厚朴汤,厚朴汤、大七气汤、四七汤、厚朴半夏汤、七气汤、四七饮,,《金匮》卷下,,,半夏1升，厚朴3两，茯苓4两，生姜5两，干苏叶2两。,,,行气开郁，降逆化痰。主妇人咽中如有炙脔;喜、怒、悲、思，忧、恐、惊之气结成痰涎，状如破絮，或如梅核，在咽喉之间，咯不出，咽不下，此七气所为也;或中脘痞满，气不舒快，或痰涎壅盛，上气喘急，或因痰饮中结，呕逆恶心。,,,,,,,,,,https://db.yaozh.com/fangji/10003880.html
半夏化痰丸,半夏丸,,《普济方》卷一六四引《卫生家宝》,,,半夏（去滑）1两，赤茯苓半两（去皮），白矾1分（枯），铅白霜半两。,上为末，生姜汁打面糊为丸，如梧桐子大。,,痰实，恶心呕吐，头目昏晕，心忪背寒，臂痛涎嗽，胸膈不快。,,,,,,,,,,https://db.yaozh.com/fangji/10003881.html
半夏黄连解毒汤,,,《直格》卷下,,,黄连（去须）半两，黄柏半两，黄芩半两，大栀子半两，半夏3枚，厚朴3钱（锉），茯苓（去皮，锉）。,,,火热狂躁，喘满，或腹满呕吐，或欲作利者。,,,,,,,,,,https://db.yaozh.com/fangji/10003882.html
半夏黄连泻心汤,,,《奇效良方》（明?方贤）,,,半夏三枚，生用厚朴二钱，茯苓二钱，生姜三片，加【黄连解毒汤】黄连、黄蘖、黄芩、山栀，各二钱半。,,,治伤寒杂病，热毒烦闷，干呕口燥，呻吟喘满，阳厥极深，畜热于内，传为阴毒，腹满呕吐或欲作利者。,,,,,,,,,,https://db.yaozh.com/fangji/10003883.html
半夏藿香汤,,,《瘟疫论》卷上,,,半夏1钱5分，真藿香1钱，干姜（炒）1钱，甘草5分，白茯苓1钱，广陈皮1钱，白术1钱（炒）。,,,痰邪留于胸膈，胃口热甚，皆令呕不止，下之呕当去，今反呕者，此属胃气虚寒，少进饮粥，便欲吞酸者;瘟疫下后，脉静身凉，不渴不燥，胃寒呕逆。,,,,,,,,,,https://db.yaozh.com/fangji/10003884.html
半夏解毒汤,,,《校注妇人良方》卷七,,,黄柏（炒）、黄芩（炒）、山栀子（炒）、半夏各等分。,,,一切暑热毒，五心烦躁，口舌咽干。,,,,,,,,,,https://db.yaozh.com/fangji/10003885.html
半夏酒,,,《圣济总录》卷一一九,,,半夏10枚。,,,舌肿满口，气息不通，须臾杀人，急以手指刺破，溃出恶血，亦可用微针决破，次用此药。,,,,,,,,,,https://db.yaozh.com/fangji/10003886.html
半夏酒,,,《圣惠》卷三十六,,,半夏20枚。,,,重舌满口。,,,,,,,,,,https://db.yaozh.com/fangji/10003887.html
半夏橘皮汤,,,《圣济总录》卷四十,,,半夏（汤洗7遍去滑，切，焙）1两，陈橘皮（汤浸，去白，焙）1两，厚朴（去粗皮，姜汁炙）1两，人参半两，白术半两，高良姜半两。,上为粗末。,,霍乱，心下痞满，饮食吐逆，水谷不化。,,,,,,,,,,https://db.yaozh.com/fangji/10003888.html
